0 1 0
1 11 0
1 2 0
2 3 0
2 4 0
2 5 0
2 6 0
3 4 0
3 5 0
3 6 0
3 1 0
4 5 0
4 6 0
4 1 0
5 6 0
5 1 0
6 1 0
7 17 0
5 3 0
5 0 0
3 0 0
0 6 0
8 29 0
4 3 0
9 4 1
9 5 1
9 3 1
9 6 1
9 1 1
4 9 1
4 5 1
4 3 1
4 6 1
4 1 1
8 29 1
5 3 1
5 6 1
5 1 1
5 11 1
3 6 1
3 1 1
3 11 1
6 1 1
6 11 1
1 11 1
3 5 1
7 0 1
7 5 1
0 5 1
0 6 1
5 4 1
5 9 1
5 2 1
6 4 1
6 9 1
6 2 1
4 2 1
4 0 1
9 2 1
9 0 1
2 0 1
2 3 1
0 3 1
4 5 2
4 2 2
4 0 2
5 2 2
5 0 2
5 1 2
5 3 2
2 0 2
2 1 2
2 3 2
2 11 2
0 1 2
0 3 2
0 11 2
1 3 2
1 11 2
3 11 2
10 7 2
6 0 2
6 1 2
0 4 2
0 9 2
1 4 2
1 9 2
4 9 2
9 4 2
9 5 2
9 0 2
5 11 2
8 29 2
11 3 2
5 9 2
5 4 2
3 9 2
3 4 2
3 2 2
9 2 2
2 6 2
0 6 2
6 3 2
3 2 3
3 0 3
2 0 3
2 5 3
2 11 3
2 1 3
0 5 3
0 11 3
0 1 3
5 11 3
5 1 3
5 3 3
11 1 3
11 3 3
1 3 3
3 4 3
3 9 3
4 9 3
9 4 3
3 11 3
11 5 3
8 29 3
1 5 3
4 0 3
4 5 3
3 1 3
1 6 3
6 4 3
6 3 3
4 3 3
12 28 3
3 11 4
3 0 4
3 2 4
3 1 4
3 4 4
3 9 4
11 0 4
11 2 4
11 1 4
11 4 4
11 9 4
0 2 4
0 1 4
0 4 4
0 9 4
2 1 4
2 4 4
2 9 4
1 4 4
1 9 4
1 6 4
4 9 4
4 6 4
4 3 4
9 4 4
9 6 4
9 3 4
6 3 4
5 0 4
5 2 4
5 6 4
5 4 4
5 9 4
0 6 4
2 6 4
6 4 4
6 9 4
13 14 4
13 15 4
14 15 4
14 13 4
15 13 4
10 7 4
7 10 4
3 7 4
8 29 4
16 20 4
17 7 4
7 17 4
3 2 5
3 17 5
17 11 5
11 0 5
11 3 5
11 5 5
0 3 5
0 5 5
3 5 5
0 17 5
18 21 5
11 7 5
19 22 5
20 16 5
18 19 5
18 22 5
19 21 5
21 18 5
21 22 5
0 1 5
22 19 5
1 3 5
1 5 5
20 16 6
16 20 6
0 11 6
0 3 6
11 3 6
0 1 6
1 3 6
8 29 6
1 17 6
17 3 6
17 0 6
3 0 6
0 6 6
0 2 6
6 1 6
6 2 6
1 2 6
7 11 6
7 2 6
11 2 6
23 24 7
0 11 7
0 2 7
11 2 7
11 5 7
2 5 7
5 0 7
24 23 7
8 29 7
20 16 7
16 20 7
17 2 7
17 5 7
