492 938 0
267 272 0
181 826 0
79 181 0
150 196 0
21 150 0
21 205 0
21 150 0
448 826 0
765 826 0
39 253 0
80 253 0
123 845 0
118 311 0
95 118 0
80 95 0
123 845 0
95 311 0
118 311 0
80 118 0
95 118 0
123 845 0
95 311 0
118 311 0
95 118 0
95 311 0
123 845 0
118 311 0
118 771 0
95 771 0
311 771 0
95 118 0
123 845 0
95 311 0
118 311 0
21 205 0
95 771 0
95 118 0
123 845 0
95 311 0
118 771 0
118 311 0
95 771 0
95 118 0
123 845 0
95 311 0
123 845 0
123 845 0
153 205 0
123 845 0
123 845 0
164 311 0
123 845 0
21 179 0
123 845 0
311 481 0
79 122 0
39 120 0
39 120 0
39 120 0
39 120 0
39 120 0
39 120 0
122 448 0
122 448 0
122 448 0
122 448 0
21 150 0
39 120 0
39 120 0
39 120 0
39 120 0
39 120 0
39 120 0
39 120 0
39 120 0
39 120 0
21 150 0
39 120 0
39 120 0
120 819 0
431 778 1
271 601 1
431 778 1
431 778 1
431 778 1
15 95 1
56 194 1
56 194 1
194 786 1
194 311 1
311 786 1
311 786 1
194 786 1
194 786 1
194 311 1
311 786 1
194 786 1
311 786 1
311 786 1
194 786 1
194 786 1
194 786 1
311 786 1
194 786 1
95 311 1
95 205 1
271 601 1
21 603 1
205 311 1
95 311 1
95 311 1
95 123 1
205 311 1
150 271 1
150 271 1
311 496 1
21 431 1
79 275 1
271 601 1
222 267 1
50 179 1
222 267 1
222 267 1
271 601 1
222 267 1
222 267 1
150 601 1
120 172 1
271 448 1
271 601 1
29 271 1
120 223 1
271 601 1
271 601 1
271 601 1
271 601 1
271 601 1
120 172 1
271 601 1
271 601 1
271 601 1
271 601 1
271 601 1
271 601 1
271 601 1
271 601 1
271 601 1
271 601 1
271 601 1
271 601 1
271 601 1
271 601 1
116 123 1
271 601 1
271 601 1
29 95 1
123 253 1
123 253 1
123 253 1
120 172 2
120 172 2
79 253 2
311 496 2
311 496 2
285 762 2
285 762 2
285 762 2
285 762 2
285 762 2
123 253 2
285 762 2
150 601 2
285 762 2
150 762 2
29 79 2
150 762 2
150 762 2
150 762 2
