11 80 0
42 10 0
54 61 0
58 2 0
53 3 0
49 27 0
23 83 0
27 35 0
35 29 0
62 69 0
26 27 0
12 52 0
52 57 0
26 35 0
60 75 0
78 8 0
78 46 0
7 50 0
3 83 0
11 22 0
11 51 0
80 51 0
26 29 0
28 0 0
53 83 0
17 58 0
64 36 0
48 44 0
85 46 0
38 17 0
30 36 0
33 13 0
13 63 0
66 7 0
70 80 0
67 1 0
3 69 0
53 69 0
39 59 0
77 37 0
49 35 0
65 22 0
56 1 0
66 50 0
14 47 0
49 29 0
15 41 0
62 69 1
62 53 1
26 27 1
38 2 1
49 35 1
52 57 1
26 29 1
33 40 1
30 36 1
78 68 1
66 7 1
53 69 1
77 37 1
65 22 1
66 50 1
85 68 1
42 10 1
40 63 1
27 35 1
85 78 1
26 49 1
5 3 1
26 35 1
38 17 1
6 8 1
7 50 1
3 83 1
43 40 1
48 44 1
80 51 1
38 58 1
49 27 1
31 30 1
58 2 1
18 74 1
14 47 1
17 58 1
15 41 1
45 25 1
56 1 1
68 46 1
15 37 1
45 20 1
54 61 1
56 67 1
39 59 1
85 46 1
64 36 1
40 13 1
0 32 1
33 13 1
67 1 1
13 63 1
25 20 1
66 7 2
38 58 2
85 78 2
48 75 2
48 60 2
14 47 2
30 36 2
27 35 2
53 69 2
13 63 2
66 50 2
33 13 2
56 1 2
40 13 2
56 68 2
65 22 2
42 10 2
56 67 2
68 46 2
3 83 2
72 10 2
48 44 2
42 72 2
3 69 2
62 53 2
38 2 2
49 35 2
45 20 2
80 5 2
52 57 2
26 27 2
79 76 2
26 29 2
18 74 2
70 1 2
7 50 2
78 46 2
15 41 2
60 75 2
49 27 2
25 20 3
15 41 3
30 36 3
27 29 3
42 72 3
5 69 3
85 68 3
14 47 3
70 4 3
66 50 3
53 69 3
35 29 3
27 35 3
54 61 3
56 1 3
61 68 3
65 22 3
85 78 3
66 7 3
80 83 3
78 46 3
23 83 3
68 46 3
7 50 3
42 10 3
53 5 3
48 44 3
80 2 3
52 57 3
76 5 3
31 21 3
80 5 3
1 68 3
70 37 3
49 35 3
49 27 3
49 29 3
72 10 3
66 50 4
52 57 4
45 20 4
14 47 4
68 46 4
15 41 4
42 10 4
31 21 4
18 74 4
49 27 4
70 4 4
83 69 4
17 58 4
35 29 4
67 1 4
13 63 4
39 59 4
49 35 4
33 13 4
53 83 4
65 24 4
27 35 4
60 75 4
40 13 4
40 63 4
7 50 4
54 61 4
53 69 4
52 57 5
5 69 5
24 5 5
85 68 5
45 20 5
7 50 5
85 46 5
18 74 5
54 61 5
47 69 5
14 69 5
14 53 5
48 44 5
14 47 5
33 13 5
12 57 5
13 63 5
53 69 5
42 10 5
65 11 5
68 46 5
15 41 5
30 36 5
49 27 5
72 10 6
64 36 6
56 1 6
54 61 6
49 27 6
53 69 6
65 11 6
16 58 6
14 5 6
13 63 6
30 21 6
42 10 6
27 35 6
14 69 6
31 30 6
18 74 6
30 36 6
53 5 6
3 69 6
42 72 6
5 69 6
49 35 6
45 20 6
3 83 6
80 51 6
0 32 7
16 2 7
25 20 7
72 10 7
75 6 7
16 17 7
45 25 7
11 80 7
33 13 7
40 13 7
54 61 7
64 36 7
17 58 7
80 51 7
68 46 7
31 30 7
45 20 7
15 41 7
18 74 7
40 63 7
78 8 7
42 72 7
49 27 7
13 63 7
30 21 7
26 35 7
7 50 7
27 35 7
42 10 7
3 83 7
31 21 7
14 53 7
28 32 7
33 63 7
49 35 7
53 69 7
11 51 7
52 57 7
33 40 7
45 20 8
66 50 8
12 57 8
58 2 8
52 57 8
7 50 8
60 6 8
42 10 8
62 47 8
18 74 8
75 6 8
38 2 8
12 52 8
0 32 8
68 46 8
15 41 8
78 68 8
85 78 8
62 69 8
3 83 8
38 17 8
44 8 8
25 21 8
17 2 8
38 58 8
26 29 8
47 69 8
54 61 8
23 3 9
42 10 9
12 52 9
42 72 9
18 74 9
52 57 9
72 10 9
85 78 9
12 57 9
17 2 9
45 20 10
23 3 10
12 52 10
25 20 10
17 2 10
23 3 11
38 58 11
23 3 12
38 58 12
17 2 12
38 58 13
23 3 13
17 2 13
23 3 14
3 83 14
23 3 15
28 0 15
38 58 15
17 2 16
28 0 16
18 24 16
23 3 17
17 2 17
72 10 17
64 36 17
77 37 17
56 1 17
18 24 17
38 58 17
18 24 18
40 63 18
85 78 18
47 69 18
43 33 18
26 29 18
31 30 18
85 46 18
56 1 18
17 2 18
13 63 18
68 46 18
60 6 18
33 63 18
75 6 18
54 61 18
33 13 18
53 47 18
60 75 18
43 13 18
15 41 18
42 10 18
30 21 18
3 83 18
77 37 18
40 13 18
53 69 18
53 69 19
56 1 19
85 68 19
60 6 19
48 44 19
33 13 19
31 30 19
48 8 19
75 6 19
30 21 19
