0 1 0
0 2 0
0 3 0
0 4 0
0 5 0
0 6 0
0 7 0
0 8 0
0 10 0
0 11 0
0 12 0
0 13 0
0 17 0
0 19 0
0 21 0
0 31 0
1 2 0
1 3 0
1 7 0
1 13 0
1 17 0
1 19 0
1 21 0
1 30 0
2 3 0
2 7 0
2 8 0
2 9 0
2 13 0
2 27 0
2 28 0
2 32 0
3 7 0
3 12 0
3 13 0
4 6 0
4 10 0
5 6 0
5 10 0
5 16 0
6 16 0
8 30 0
8 32 0
8 33 0
13 33 0
19 33 0
31 24 0
31 25 0
31 28 0
31 32 0
31 33 0
30 32 0
30 33 0
9 33 0
27 23 0
27 24 0
27 33 0
28 33 0
32 14 0
32 15 0
32 18 0
32 20 0
32 22 0
32 23 0
32 29 0
32 33 0
33 14 0
33 15 0
33 18 0
33 20 0
33 23 0
33 26 0
33 29 0
23 25 0
23 29 0
25 24 0
29 26 0
0 1 1
0 2 1
0 3 1
0 4 1
0 5 1
0 6 1
0 7 1
0 8 1
0 10 1
0 11 1
0 12 1
0 13 1
0 17 1
0 19 1
0 21 1
0 31 1
1 2 1
1 3 1
1 7 1
1 13 1
1 17 1
1 19 1
1 21 1
1 30 1
2 3 1
2 7 1
2 8 1
2 9 1
2 13 1
2 27 1
2 28 1
2 32 1
3 7 1
3 12 1
3 13 1
4 6 1
4 10 1
5 6 1
5 10 1
5 16 1
6 16 1
8 30 1
8 32 1
8 33 1
13 33 1
19 33 1
31 24 1
31 25 1
31 28 1
31 32 1
31 33 1
30 32 1
30 33 1
9 33 1
27 23 1
27 24 1
27 33 1
28 33 1
32 14 1
32 15 1
32 18 1
32 20 1
32 22 1
32 23 1
32 29 1
32 33 1
33 14 1
33 15 1
33 18 1
33 20 1
33 23 1
33 26 1
33 29 1
23 25 1
23 29 1
25 24 1
29 26 1
0 1 2
0 2 2
0 3 2
0 4 2
0 5 2
0 6 2
0 7 2
0 8 2
0 10 2
0 11 2
0 12 2
0 13 2
0 17 2
0 19 2
0 21 2
0 31 2
1 2 2
1 3 2
1 7 2
1 13 2
1 17 2
1 19 2
1 21 2
1 30 2
2 3 2
2 7 2
2 8 2
2 9 2
2 13 2
2 27 2
2 28 2
2 32 2
3 7 2
3 12 2
3 13 2
4 6 2
4 10 2
5 6 2
5 10 2
5 16 2
6 16 2
8 30 2
8 32 2
8 33 2
13 33 2
19 33 2
31 24 2
31 25 2
31 28 2
31 32 2
31 33 2
30 32 2
30 33 2
9 33 2
27 23 2
27 24 2
27 33 2
28 33 2
32 14 2
32 15 2
32 18 2
32 20 2
32 22 2
32 23 2
32 29 2
32 33 2
33 14 2
33 15 2
33 18 2
33 20 2
33 23 2
33 26 2
33 29 2
23 25 2
23 29 2
25 24 2
29 26 2
0 1 3
0 2 3
0 3 3
0 4 3
0 5 3
0 6 3
0 7 3
0 8 3
0 10 3
0 11 3
0 12 3
0 13 3
0 17 3
0 19 3
0 21 3
0 31 3
1 2 3
1 3 3
1 7 3
1 13 3
1 17 3
1 19 3
1 21 3
1 30 3
2 3 3
2 7 3
2 8 3
2 9 3
2 13 3
2 27 3
2 28 3
2 32 3
3 7 3
3 12 3
3 13 3
4 6 3
4 10 3
5 6 3
5 10 3
5 16 3
6 16 3
8 30 3
8 32 3
8 33 3
13 33 3
19 33 3
31 24 3
31 25 3
31 28 3
31 32 3
31 33 3
30 32 3
30 33 3
9 33 3
27 23 3
27 24 3
27 33 3
28 33 3
32 14 3
32 15 3
32 18 3
32 20 3
32 22 3
32 23 3
32 29 3
32 33 3
33 14 3
