215 1 2095
27 1 2095
485 1 2140
317 1 2178
20 1 2240
15 1 2270
88 1 2696
317 1 2696
169 1 2792
27 1 2802
15 1 2802
20 1 2887
20 1 2897
215 1 2897
215 1 3109
20 1 3109
88 1 3211
215 1 3211
2514 2 22
2514 2 140
14829 2 251
2514 2 321
2660 2 352
2660 2 429
370 2 450
2660 2 555
370 2 555
14829 2 679
2514 2 789
370 2 819
14829 2 936
482 2 1045
2660 2 1045
14829 2 1161
2406 2 1163
14829 2 1297
370 2 1416
143 2 1466
88 2 1466
2382 2 1574
370 2 1696
37 2 1906
2360 2 1906
445 2 1920
37 2 1920
162 2 2033
171 2 2039
2182 2 2039
445 2 2154
1929 2 2156
2508 2 2159
37 2 2161
2290 2 2255
171 2 2275
37 2 2288
2290 2 2296
162 2 2388
2508 2 2406
2508 2 2425
162 2 2535
2508 2 2546
2360 2 2547
2360 2 2665
2290 2 2666
2290 2 2673
171 2 2787
13 2 2787
445 2 2791
191 2 2799
13 2 3004
37 2 3006
2290 2 3129
162 2 3141
2767 2 3142
2508 2 3271
20 3 247
20 3 2103
20 3 2176
20 3 2207
20 3 2304
20 3 2351
20 3 2427
20 3 2485
20 3 2536
20 3 2592
20 3 2628
162 3 2739
162 3 2795
162 3 2858
162 3 2907
162 3 2962
162 3 3040
162 3 3087
162 3 3152
162 3 3187
162 3 3264
191 4 50
2509 4 126
1868 4 146
44 4 208
44 4 258
191 4 320
210 4 402
191 4 486
44 4 576
44 4 595
191 4 658
44 4 686
44 4 742
44 4 773
191 4 828
44 4 933
191 4 1427
191 4 1829
191 4 1923
191 4 2161
22 5 2283
22 5 2389
22 5 2494
22 5 2649
22 5 2788
22 5 2949
22 5 3094
2375 6 19
156 6 96
2375 6 341
2375 6 405
1680 6 455
2375 6 538
2375 6 742
2375 6 818
2375 6 867
2375 6 922
2375 6 1234
2375 6 1405
156 6 1482
2375 6 1608
2375 6 1650
2375 6 1750
156 6 1792
2375 6 1842
2375 6 1895
3321 6 2115
3321 6 2214
3321 6 2340
3321 6 2431
156 6 2513
3321 6 2616
3321 6 2899
3321 6 3082
3349 7 63
3349 7 91
3349 7 156
3349 7 296
3349 7 435
3349 7 806
3349 7 996
3349 7 1392
3349 7 1562
3349 7 1633
3349 7 1847
3349 7 1881
3349 7 1976
3349 7 2177
3349 7 2284
3349 7 2586
3349 7 2600
3349 7 2872
3349 7 3005
156 8 2600
156 8 3199
224 9 8
15 9 12
117 9 42
3991 9 44
15 9 61
224 9 62
3479 9 75
224 9 75
15 9 78
15 9 92
15 9 111
183 9 121
3475 9 132
117 9 125
15 9 143
2991 9 147
3824 9 182
224 9 195
15 9 195
117 9 211
15 9 211
15 9 225
224 9 230
15 9 241
16 9 245
3956 9 251
15 9 252
183 9 259
